mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va	pedal
9	9	106/3	106/3	0.6666666666666666	5/6	5/6	Chord	4/4	1	1	1/6		1/4	2/3	54													
9	9	32	32	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	55													
10	10	36	36	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	56									3				
10	10	37	37	0.0	1/4	1/4	Spanner	4/4	1	1	0													3	0			
10	10	37	37	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	57									3	0			
10	10	38	38	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	58									3	0			
10	10	39	39	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	59									3	0			
10	10	36	36	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	60													
10	10	37	37	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	61													
10	10	38	38	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	62													
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	63													
10	10	36	36	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	64													
11	11	40	40	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	65									3	0			
11	11	41	41	0.0	1/4	1/4	Spanner	4/4	1	1	0																	
11	11	41	41	3.0	1/4	1/4	Chord	4/4	1	1	3/4		1/2	3/2	66													
11	11	40	40	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	67													
11	11	41	41	3.0	1/4	1/4	Chord	4/4	2	1	3/4		1/2	3/2	68													
12	12	44	44	0.0	0	0	StaffText	6/4	1	1	0							"<font size=""10.5723""/><font face=""Plantin MT Std""/>Sempre mosso con intimo sentimento"										
12	12	91/2	91/2	1.0	3/8	3/8	Chord	6/4	1	1	1/4		1/4	1	69									4				
12	12	93/2	93/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8		1/8	1	70									4				
12	12	97/2	97/2	1.0	9/8	9/8	Chord	6/4	1	1	1/4		1/4	1	71									4				
12	12	99/2	99/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	72													
12	12	44	44	0.0	0	0	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Plantin MT Std""/>una corda"										
12	12	44	44	0.0	0	0	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Plantin MT Std""/>l'accompagnamento<font size=""10.5723""/><font face=""Plantin MT Std""/>sempre dolce"										
12	12	44	44	0.0	0	0	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
12	12	44	44	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	73													
12	12	45	45	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	74													
12	12	46	46	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	75													
12	12	47	47	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	76													
12	12	48	48	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	77													
12	12	49	49	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	78													
13	13	103/2	103/2	1.0	3/8	3/8	Chord	6/4	1	1	1/4		1/4	1	79									5				
13	13	105/2	105/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8		1/8	1	80									5				
13	13	109/2	109/2	1.0	9/8	9/8	Chord	6/4	1	1	1/4		1/4	1	81									5				
13	13	111/2	111/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	82													
13	13	109/2	109/2	1.0	9/8	9/8	Chord	6/4	1	2	1/4		1/4	1	83													
13	13	111/2	111/2	0.5	11/8	11/8	Chord	6/4	1	2	1/8		1/8	1	84													
13	13	50	50	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	85													
13	13	51	51	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	86													
13	13	52	52	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	87													
13	13	53	53	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	88													
13	13	54	54	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	89													
13	13	55	55	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	90													
14	14	56	56	0.5	0	0	Chord	6/4	1	1	1/8		1/8	1	91													
14	14	113/2	113/2	0.0	1/8	1/8	StaffText	6/4	1	1	0							"<font size=""10.5723""/><font face=""Plantin MT Std""/>il canto mezzoforte espressivo e un poco marcato"										
14	14	113/2	113/2	1.0	1/8	1/8	Chord	6/4	1	1	1/4		1/4	1	92									6				
14	14	115/2	115/2	1.0	3/8	3/8	Chord	6/4	1	1	1/4		1/4	1	93									6				
14	14	117/2	117/2	1.0	5/8	5/8	Chord	6/4	1	1	1/4		1/4	1	94									6				
14	14	119/2	119/2	1.0	7/8	7/8	Chord	6/4	1	1	1/4		1/4	1	95									6				
14	14	121/2	121/2	1.0	9/8	9/8	Chord	6/4	1	1	1/4		1/4	1	96									6				
14	14	123/2	123/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	97													
14	14	115/2	115/2	1.0	3/8	3/8	Chord	6/4	1	2	1/4		1/4	1	98													
14	14	117/2	117/2	1.0	5/8	5/8	Chord	6/4	1	2	1/4		1/4	1	99													
14	14	119/2	119/2	1.0	7/8	7/8	Chord	6/4	1	2	1/4		1/4	1	100													
14	14	121/2	121/2	1.0	9/8	9/8	Chord	6/4	1	2	1/4		1/4	1	101													
14	14	123/2	123/2	0.5	11/8	11/8	Chord	6/4	1	2	1/8		1/8	1	102													
14	14	56	56	0.0	0	0	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
14	14	56	56	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	103													
14	14	57	57	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	104													
14	14	58	58	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	105													
14	14	59	59	0.0	3/4	3/4	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
14	14	59	59	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	106													
14	14	60	60	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	107													
14	14	61	61	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	108													
14	14	59	59	3.0	3/4	3/4	Chord	6/4	2	2	3/4		1/2	3/2	109													
15	15	125/2	125/2	2.0	1/8	1/8	Chord	6/4	1	1	1/2		1/2	1	110		articTenutoAbove							7				
15	15	129/2	129/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8		1/8	1	111													
15	15	133/2	133/2	1.0	9/8	9/8	Chord	6/4	1	1	1/4		1/4	1	112		articStaccatoAbove							8				
15	15	135/2	135/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	113		articStaccatoAbove							8				
15	15	127/2	127/2	1.0	3/8	3/8	Chord	6/4	1	2	1/4		1/4	1	114													
15	15	129/2	129/2	0.5	5/8	5/8	Chord	6/4	1	2	1/8		1/8	1	115													
15	15	133/2	133/2	1.0	9/8	9/8	Chord	6/4	1	2	1/4		1/4	1	116													
15	15	135/2	135/2	0.5	11/8	11/8	Chord	6/4	1	2	1/8		1/8	1	117													
15	15	62	62	0.0	0	0	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
15	15	62	62	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	118													
15	15	63	63	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	119													
15	15	64	64	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	120													
15	15	65	65	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	121													
15	15	66	66	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	122													
15	15	67	67	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	123													
16	16	68	68	0.5	0	0	Chord	6/4	1	1	1/8		1/8	1	124									8				
16	16	137/2	137/2	1.0	1/8	1/8	Chord	6/4	1	1	1/4		1/4	1	125									8				
16	16	139/2	139/2	1.0	3/8	3/8	Chord	6/4	1	1	1/4		1/4	1	126									8				
16	16	141/2	141/2	1.0	5/8	5/8	Chord	6/4	1	1	1/4		1/4	1	127									8				
16	16	143/2	143/2	1.0	7/8	7/8	Chord	6/4	1	1	1/4		1/4	1	128									8				
16	16	145/2	145/2	1.0	9/8	9/8	Chord	6/4	1	1	1/4		1/4	1	129									8				
16	16	147/2	147/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	130									8				
16	16	139/2	139/2	1.0	3/8	3/8	Chord	6/4	1	2	1/4		1/4	1	131													
16	16	141/2	141/2	0.5	5/8	5/8	Chord	6/4	1	2	1/8		1/8	1	132													
16	16	145/2	145/2	1.0	9/8	9/8	Chord	6/4	1	2	1/4		1/4	1	133													
16	16	147/2	147/2	0.5	11/8	11/8	Chord	6/4	1	2	1/8		1/8	1	134													
16	16	68	68	0.0	0	0	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
16	16	68	68	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	135													
16	16	69	69	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	136													
16	16	70	70	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	137													
16	16	71	71	0.0	3/4	3/4	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
16	16	71	71	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	138													
16	16	72	72	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	139													
16	16	73	73	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	140													
17	17	149/2	149/2	2.0	1/8	1/8	Chord	6/4	1	1	1/2		1/2	1	141		articTenutoAbove							8				
17	17	153/2	153/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8		1/8	1	142													
17	17	157/2	157/2	1.0	9/8	9/8	Chord	6/4	1	1	1/4		1/4	1	143		articStaccatoAbove							9				
17	17	159/2	159/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	144		articStaccatoAbove							9				
17	17	151/2	151/2	1.0	3/8	3/8	Chord	6/4	1	2	1/4		1/4	1	145													
17	17	153/2	153/2	0.5	5/8	5/8	Chord	6/4	1	2	1/8		1/8	1	146													
17	17	157/2	157/2	1.0	9/8	9/8	Chord	6/4	1	2	1/4		1/4	1	147													
17	17	159/2	159/2	0.5	11/8	11/8	Chord	6/4	1	2	1/8		1/8	1	148													
17	17	74	74	0.0	0	0	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
17	17	74	74	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	149													
17	17	75	75	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	150													
17	17	76	76	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	151													
17	17	77	77	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	152													
17	17	78	78	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	153													
17	17	79	79	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	154													
18	18	80	80	0.5	0	0	Chord	6/4	1	1	1/8		1/8	1	155									9				
18	18	161/2	161/2	1.0	1/8	1/8	Chord	6/4	1	1	1/4		1/4	1	156									9				
18	18	163/2	163/2	1.0	3/8	3/8	Chord	6/4	1	1	1/4		1/4	1	157									9				
18	18	165/2	165/2	0.0	5/8	5/8	Spanner	6/4	1	1	0													9		4		
18	18	165/2	165/2	1.0	5/8	5/8	Chord	6/4	1	1	1/4		1/4	1	158									9		4		
18	18	167/2	167/2	1.0	7/8	7/8	Chord	6/4	1	1	1/4		1/4	1	159									9		4		
18	18	169/2	169/2	1.0	9/8	9/8	Chord	6/4	1	1	1/4		1/4	1	160									9		4		
18	18	171/2	171/2	0.0	11/8	11/8	Spanner	6/4	1	1	0																	
18	18	171/2	171/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	161													
18	18	163/2	163/2	1.0	3/8	3/8	Chord	6/4	1	2	1/4		1/4	1	162													
18	18	165/2	165/2	1.0	5/8	5/8	Chord	6/4	1	2	1/4		1/4	1	163													
18	18	167/2	167/2	1.0	7/8	7/8	Chord	6/4	1	2	1/4		1/4	1	164													
18	18	169/2	169/2	1.0	9/8	9/8	Chord	6/4	1	2	1/4		1/4	1	165													
18	18	171/2	171/2	0.5	11/8	11/8	Chord	6/4	1	2	1/8		1/8	1	166													
18	18	80	80	0.0	0	0	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
18	18	80	80	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	167													
18	18	81	81	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	168													
18	18	82	82	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	169													
18	18	83	83	0.0	3/4	3/4	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
18	18	83	83	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	170													
18	18	84	84	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	171													
18	18	85	85	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	172													
18	18	83	83	2.0	3/4	3/4	Chord	6/4	2	2	1/2		1/2	1	173													
19	19	173/2	173/2	2.0	1/8	1/8	Chord	6/4	1	1	1/2		1/2	1	174		articTenutoAbove							10				
19	19	177/2	177/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8		1/8	1	175													
19	19	181/2	181/2	1.0	9/8	9/8	Chord	6/4	1	1	1/4		1/4	1	176		articStaccatoAbove							11				
19	19	183/2	183/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	177		articStaccatoAbove							11				
19	19	175/2	175/2	1.0	3/8	3/8	Chord	6/4	1	2	1/4		1/4	1	178													
19	19	177/2	177/2	0.5	5/8	5/8	Chord	6/4	1	2	1/8		1/8	1	179													
19	19	181/2	181/2	1.0	9/8	9/8	Chord	6/4	1	2	1/4		1/4	1	180													
19	19	183/2	183/2	0.5	11/8	11/8	Chord	6/4	1	2	1/8		1/8	1	181													
19	19	86	86	0.0	0	0	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
19	19	86	86	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	182													
19	19	87	87	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	183													
19	19	88	88	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	184													
19	19	89	89	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	185													
19	19	90	90	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	186													
19	19	91	91	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	187													
20	20	92	92	0.0	0	0	Spanner	6/4	1	1	0													11		5		
20	20	92	92	0.5	0	0	Chord	6/4	1	1	1/8		1/8	1	188									11		5		
20	20	185/2	185/2	1.0	1/8	1/8	Chord	6/4	1	1	1/4		1/4	1	189									11		5		
20	20	187/2	187/2	1.0	3/8	3/8	Chord	6/4	1	1	1/4		1/4	1	190									11		5		
20	20	189/2	189/2	0.0	5/8	5/8	Spanner	6/4	1	1	0																	
20	20	189/2	189/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8		1/8	1	191													
20	20	191/2	191/2	2.0	7/8	7/8	Chord	6/4	1	1	1/2		1/2	1	192		articAccentAbove							12				
20	20	195/2	195/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	193													
20	20	187/2	187/2	1.0	3/8	3/8	Chord	6/4	1	2	1/4		1/4	1	194													
20	20	189/2	189/2	0.5	5/8	5/8	Chord	6/4	1	2	1/8		1/8	1	195													
20	20	193/2	193/2	0.5	9/8	9/8	Chord	6/4	1	2	1/8		1/8	1	196													
20	20	92	92	0.0	0	0	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
20	20	92	92	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	197													
20	20	93	93	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	198													
20	20	94	94	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	199													
20	20	95	95	0.0	3/4	3/4	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
20	20	95	95	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	200													
20	20	96	96	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	201													
21	21	197/2	197/2	2.0	1/8	1/8	Chord	6/4	1	1	1/2		1/2	1	202		articAccentAbove							13				
21	21	201/2	201/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8		1/8	1	203													
21	21	205/2	205/2	0.0	9/8	9/8	Spanner	6/4	1	1	0															6		
21	21	205/2	205/2	1.0	9/8	9/8	Chord	6/4	1	1	1/4		1/4	1	204									14		6		
21	21	207/2	207/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	205									14		6		
21	21	199/2	199/2	1.0	3/8	3/8	Chord	6/4	1	2	1/4		1/4	1	206											6		
21	21	201/2	201/2	0.5	5/8	5/8	Chord	6/4	1	2	1/8		1/8	1	207											6		
21	21	205/2	205/2	1.0	9/8	9/8	Chord	6/4	1	2	1/4		1/4	1	208											6		
21	21	207/2	207/2	0.5	11/8	11/8	Chord	6/4	1	2	1/8		1/8	1	209											6		
21	21	98	98	0.0	0	0	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
21	21	98	98	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	210													
21	21	99	99	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	211													
21	21	100	100	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	212													
21	21	101	101	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	213													
21	21	102	102	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	214													
21	21	103	103	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	215													
22	22	104	104	0.5	0	0	Chord	6/4	1	1	1/8		1/8	1	216									14		6		
22	22	209/2	209/2	1.0	1/8	1/8	Chord	6/4	1	1	1/4		1/4	1	217									14		6		
22	22	211/2	211/2	1.0	3/8	3/8	Chord	6/4	1	1	1/4		1/4	1	218									14		6		
22	22	213/2	213/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8		1/8	1	219											6		
22	22	107	107	0.0	3/4	3/4	Spanner	6/4	1	1	0																	
22	22	215/2	215/2	2.0	7/8	7/8	Chord	6/4	1	1	1/2		1/2	1	220		articMarcatoAbove							15				
22	22	219/2	219/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	221													
22	22	104	104	0.5	0	0	Chord	6/4	1	2	1/8		1/8	1	222													
22	22	209/2	209/2	1.0	1/8	1/8	Chord	6/4	1	2	1/4		1/4	1	223													
22	22	211/2	211/2	1.0	3/8	3/8	Chord	6/4	1	2	1/4		1/4	1	224													
22	22	213/2	213/2	0.5	5/8	5/8	Chord	6/4	1	2	1/8		1/8	1	225													
22	22	217/2	217/2	1.0	9/8	9/8	Chord	6/4	1	2	1/4		1/4	1	226													
